"Id","Value","DisplayName","Description"
"4a8e4191-c1c8-45f8-b801-f9a1a5ee6ad3","OrgSettings-AppsAndServices.ReadWrite.All","Read and write organization-wide apps and services settings","Allows the app to read and write organization-wide apps and services settings, without a signed-in user."
"c18ae2dc-d9f3-4495-a93f-18980a0e159f","OrgSettings-DynamicsVoice.Read.All","Read organization-wide Dynamics customer voice settings","Allows the app to read organization-wide Dynamics customer voice settings, without a signed-in user."
"c3f1cc32-8bbd-4ab6-bd33-f270e0d9e041","OrgSettings-DynamicsVoice.ReadWrite.All","Read and write organization-wide Dynamics customer voice settings","Allows the app to read and write organization-wide Dynamics customer voice settings, without a signed-in user."
"434d7c66-07c6-4b1f-ab21-417cf2cdaaca","OrgSettings-Forms.Read.All","Read organization-wide Microsoft Forms settings","Allows the app to read organization-wide Microsoft Forms settings, without a signed-in user."
"2cb92fee-97a3-4034-8702-24a6f5d0d1e9","OrgSettings-Forms.ReadWrite.All","Read and write organization-wide Microsoft Forms settings","Allows the app to read and write organization-wide Microsoft Forms settings, without a signed-in user."
"6cdf1fb1-b46f-424f-9493-07247caa22e2","OrgSettings-Microsoft365Install.Read.All","Read organization-wide Microsoft 365 apps installation settings","Allows the app to read organization-wide Microsoft 365 apps installation settings, without a signed-in user."
"83f7232f-763c-47b2-a097-e35d2cbe1da5","OrgSettings-Microsoft365Install.ReadWrite.All","Read and write organization-wide Microsoft 365 apps installation settings","Allows the app to read and write organization-wide Microsoft 365 apps installation settings, without a signed-in user."
"e4d9cd09-d858-4363-9410-abb96737f0cf","OrgSettings-Todo.Read.All","Read organization-wide Microsoft To Do settings","Allows the app to read organization-wide Microsoft To Do settings, without a signed-in user."
"5febc9da-e0d0-4576-bd13-ae70b2179a39","OrgSettings-Todo.ReadWrite.All","Read and write organization-wide Microsoft To Do settings","Allows the app to read and write organization-wide Microsoft To Do settings, without a signed-in user."
"7c3e1994-38ff-4412-a99b-9369f6bb7706","PartnerBilling.Read.All","Read all billing data for your company's tenant","Allows the app to read all of billing data from Microsoft for your company's tenant, without a signed-in user. This includes reading billed and unbilled azure usage and invoice reconciliation data."
"21ffa320-2e7f-47d3-a466-7ff04d2dd68d","PartnerSecurity.Read.All","Read security alerts of customer with CSP relationship","Allows the app to read security alerts of customer with CSP relationship, without a signed-in user."
"04a2c935-5b4b-474a-be42-11f53111f271","PartnerSecurity.ReadWrite.All","Read security alerts and update status of security alerts of customer with CSP relationship","Allows the app to read security alerts and update status of alerts of customer with CSP relationship, without a signed-in user."
"bdfb26d9-bb36-49be-9b4c-b8cbf4b05808","PendingExternalUserProfile.Read.All","Read all pending external user profiles","Allows the app to read available properties of pending external user profiles, without a signed-in user."
"8363c2b8-6ff7-420b-9966-c5884c2d48bc","PendingExternalUserProfile.ReadWrite.All","Read and write all pending external user profiles","Allows the app to read and write available properties of pending external user profiles, without a signed-in user."
"b528084d-ad10-4598-8b93-929746b4d7d6","People.Read.All","Read all users' relevant people lists","Allows the app to read any user's scored list of relevant people, without a signed-in user. The list can include local contacts, contacts from social networking, your organization's directory, and people from recent communications (such as email and Skype)."
"ef02f2e7-e22d-4c77-8614-8f765683b86e","PeopleSettings.Read.All","Read all tenant-wide people settings","Allows the application to read tenant-wide people settings without a signed-in user."
"b6890674-9dd5-4e42-bb15-5af07f541ae1","PeopleSettings.ReadWrite.All","Read and write all tenant-wide people settings","Allows the application to read and write tenant-wide people settings without a signed-in user."
"913b9306-0ce1-42b8-9137-6a7df690a760","Place.Read.All","Read all company places","Allows the app to read company places (conference rooms and room lists) for calendar events and other applications, without a signed-in user."
"8b724a84-ceac-4fd9-897e-e31ba8f2d7a3","PlaceDevice.Read.All","Read all workplace devices","Allows the app to read all workplace devices, without a signed-in user."
"2d510721-5c4e-43cd-bfdb-ac0f8819fb92","PlaceDevice.ReadWrite.All","Read and write all workplace devices","Allows the app to read and write all workplace devices, without a signed-in user."
"27fc435f-44e2-4b30-bf3c-e0ce74aed618","PlaceDeviceTelemetry.ReadWrite.All","Read and write telemetry for all workplace devices.","Allows the app to read and write telemetry for all workplace devices, without a signed-in user."
"246dd0d5-5bd0-4def-940b-0421030a5b68","Policy.Read.All","Read your organization's policies","Allows the app to read all your organization's policies without a signed in user."
"8e3bc81b-d2f3-4b7b-838c-32c88218d2f0","Policy.Read.AuthenticationMethod","Read authentication method policies","Allows the app to read all authentication method policies for the tenant, without a signed-in user. "
"37730810-e9ba-4e46-b07e-8ca78d182097","Policy.Read.ConditionalAccess","Read your organization's conditional access policies","Allows the app to read your organization's conditional access policies, without a signed-in user."
"bdba4817-6ba1-4a7c-8a01-be9bc7c242dd","Policy.Read.DeviceConfiguration","Read your organization's device configuration policies","Allows the application to read your organization's device configuration policies without a signed-in user.  For example, device registration policy can limit initial provisioning controls using quota restrictions, additional authentication and authorization checks."
"b21b72f6-4e6a-4533-9112-47eea9f97b28","Policy.Read.IdentityProtection","Read your organization’s identity protection policy","Allows the app to read your organization’s identity protection policy without a signed-in user."
"9e640839-a198-48fb-8b9a-013fd6f6cbcd","Policy.Read.PermissionGrant","Read consent and permission grant policies","Allows the app to read policies related to consent and permission grants for applications, without a signed-in user."
"77c863fd-06c0-47ce-a7eb-49773e89d319","Policy.ReadWrite.AccessReview","Read and write your organization's directory access review default policy","Allows the app to read and write your organization's directory access review default policy without a signed-in user."
"be74164b-cff1-491c-8741-e671cb536e13","Policy.ReadWrite.ApplicationConfiguration","Read and write your organization's application configuration policies","Allows the app to read and write your organization's application configuration policies, without a signed-in user.  This includes policies such as activityBasedTimeoutPolicy, claimsMappingPolicy, homeRealmDiscoveryPolicy, tokenIssuancePolicy  and tokenLifetimePolicy."
"25f85f3c-f66c-4205-8cd5-de92dd7f0cec","Policy.ReadWrite.AuthenticationFlows","Read and write authentication flow policies","Allows the app to read and write all authentication flow policies for the tenant, without a signed-in user."
"29c18626-4985-4dcd-85c0-193eef327366","Policy.ReadWrite.AuthenticationMethod","Read and write all authentication method policies ","Allows the app to read and write all authentication method policies for the tenant, without a signed-in user. "
"fb221be6-99f2-473f-bd32-01c6a0e9ca3b","Policy.ReadWrite.Authorization","Read and write your organization's authorization policy","Allows the app to read and write your organization's authorization policy without a signed in user. For example, authorization policies can control some of the permissions that the out-of-the-box user role has by default."
"01c0a623-fc9b-48e9-b794-0756f8e8f067","Policy.ReadWrite.ConditionalAccess","Read and write your organization's conditional access policies","Allows the app to read and write your organization's conditional access policies, without a signed-in user."
"999f8c63-0a38-4f1b-91fd-ed1947bdd1a9","Policy.ReadWrite.ConsentRequest","Read and write your organization's consent request policy","Allows the app to read and write your organization's consent requests policy without a signed-in user."
"338163d7-f101-4c92-94ba-ca46fe52447c","Policy.ReadWrite.CrossTenantAccess","Read and write your organization's cross tenant access policies","Allows the app to read and write your organization's cross tenant access policies without a signed-in user."
"a6325ae7-2b73-4dbd-abed-fbeacfbf8696","Policy.ReadWrite.CrossTenantCapability","Read and write your organization's M365 cross tenant access capabilities","Allows the app to read and write your organization's M365 cross tenant access capabilities without a signed-in user."
"230fb2d5-aa21-49c1-bfa7-ae1be179d867","Policy.ReadWrite.DeviceConfiguration","Read and write your organization's device configuration policies","Allows the application to read and write your organization's device configuration policies without a signed-in user.  For example, device registration policy can limit initial provisioning controls using quota restrictions, additional authentication and authorization checks."
"03cc4f92-788e-4ede-b93f-199424d144a5","Policy.ReadWrite.ExternalIdentities","Read and write your organization's external identities policy","Allows the application to read and update the organization's external identities policy without a signed-in user.  For example, external identities policy controls if users invited to access resources in your organization via B2B collaboration or B2B direct connect are allowed to self-service leave."
"2044e4f1-e56c-435b-925c-44cd8f6ba89a","Policy.ReadWrite.FeatureRollout","Read and write feature rollout policies","Allows the app to read and write feature rollout policies without a signed-in user. Includes abilities to assign and remove users and groups to rollout of a specific feature."
"90bbca0b-227c-4cdc-8083-1c6cfb95bac6","Policy.ReadWrite.FedTokenValidation","Read and write your organization's federated token validation policy","Allows the application to read and update the organization's federated token validation policy without a signed-in user."
"2dcf8603-09eb-4078-b1ec-d30a1a76b873","Policy.ReadWrite.IdentityProtection","Read and write your organization’s identity protection policy ","Allows the app to read and write your organization’s identity protection policy without a signed-in user."
"a402ca1c-2696-4531-972d-6e5ee4aa11ea","Policy.ReadWrite.PermissionGrant","Manage consent and permission grant policies","Allows the app to manage policies related to consent and permission grants for applications, without a signed-in user."
"1c6e93a6-28e2-4cbb-9f64-1a46a821124d","Policy.ReadWrite.SecurityDefaults","Read and write your organization's security defaults policy","Allows the app to read and write your organization's security defaults policy, without a signed-in user."
"79a677f7-b79d-40d0-a36a-3e6f8688dd7a","Policy.ReadWrite.TrustFramework","Read and write your organization's trust framework policies","Allows the app to read and write your organization's trust framework policies without a signed in user."
"a70e0c2d-e793-494c-94c4-118fa0a67f42","Presence.Read.All","Read presence information for all users","Allows the app to read presence information of all users in the directory without a signed-in user. Presence information includes activity, availability, status note, calendar out-of-office message, timezone and location."
"83cded22-8297-4ff6-a7fa-e97e9545a259","Presence.ReadWrite.All","Read and write presence information for all users","Allows the app to read all presence information and write activity and availability of all users in the directory without a signed-in user. Presence information includes activity, availability, status note, calendar out-of-office message, time zone and location."
"9709bb33-4549-49d4-8ed9-a8f65e45bb0f","Printer.Read.All","Read printers","Allows the application to read printers without a signed-in user. "
"f5b3f73d-6247-44df-a74c-866173fddab0","Printer.ReadWrite.All","Read and update printers","Allows the application to read and update printers without a signed-in user. Does not allow creating (registering) or deleting (unregistering) printers."
"58a52f47-9e36-4b17-9ebe-ce4ef7f3e6c8","PrintJob.Manage.All","Perform advanced operations on print jobs","Allows the application to perform advanced operations like redirecting a print job to another printer without a signed-in user. Also allows the application to read and update the metadata of print jobs."
"ac6f956c-edea-44e4-bd06-64b1b4b9aec9","PrintJob.Read.All","Read print jobs","Allows the application to read the metadata and document content of print jobs without a signed-in user. "
"fbf67eee-e074-4ef7-b965-ab5ce1c1f689","PrintJob.ReadBasic.All","Read basic information for print jobs","Allows the application to read the metadata of print jobs without a signed-in user. Does not allow access to print job document content."
"5114b07b-2898-4de7-a541-53b0004e2e13","PrintJob.ReadWrite.All","Read and write print jobs","Allows the application to read and update the metadata and document content of print jobs without a signed-in user."
"57878358-37f4-4d3a-8c20-4816e0d457b1","PrintJob.ReadWriteBasic.All","Read and write basic information for print jobs","Allows the application to read and update the metadata of print jobs without a signed-in user. Does not allow access to print job document content."
"b5991872-94cf-4652-9765-29535087c6d8","PrintSettings.Read.All","Read tenant-wide print settings","Allows the application to read tenant-wide print settings without a signed-in user."
"456b71a7-0ee0-4588-9842-c123fcc8f664","PrintTaskDefinition.ReadWrite.All","Read, write and update print task definitions","Allows the application to read and update print task definitions without a signed-in user. "
"4cdc2547-9148-4295-8d11-be0db1391d6b","PrivilegedAccess.Read.AzureAD","Read privileged access to Azure AD roles","Allows the app to read time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD built-in and custom administrative roles in your organization, without a signed-in user."
"01e37dc9-c035-40bd-b438-b2879c4870a6","PrivilegedAccess.Read.AzureADGroup","Read privileged access to Azure AD groups","Allows the app to read time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups in your organization, without a signed-in user."
"5df6fe86-1be0-44eb-b916-7bd443a71236","PrivilegedAccess.Read.AzureResources","Read privileged access to Azure resources","Allows the app to read time-based assignment and just-in-time elevation of user privileges to audit Azure resources in your organization, without a signed-in user."
"854d9ab1-6657-4ec8-be45-823027bcd009","PrivilegedAccess.ReadWrite.AzureAD","Read and write privileged access to Azure AD roles","Allows the app to request and manage time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD built-in and custom administrative roles in your organization, without a signed-in user."
"2f6817f8-7b12-4f0f-bc18-eeaf60705a9e","PrivilegedAccess.ReadWrite.AzureADGroup","Read and write privileged access to Azure AD groups","Allows the app to request and manage time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups in your organization, without a signed-in user."
"6f9d5abc-2db6-400b-a267-7de22a40fb87","PrivilegedAccess.ReadWrite.AzureResources","Read and write privileged access to Azure resources","Allows the app to request and manage time-based assignment and just-in-time elevation of Azure resources (like your subscriptions, resource groups, storage, compute) in your organization, without a signed-in user."
"cd4161cb-f098-48f8-a884-1eda9a42434c","PrivilegedAssignmentSchedule.Read.AzureADGroup","Read assignment schedules for access to Azure AD groups","Allows the app to read time-based assignment schedules for access to Azure AD groups, without a signed-in user."
"41202f2c-f7ab-45be-b001-85c9728b9d69","PrivilegedAssignmentSchedule.ReadWrite.AzureADGroup","Read, create, and delete assignment schedules for access to Azure AD groups","Allows the app to read, create, and delete time-based assignment schedules for access to Azure AD groups, without a signed-in user."
"55d1104b-3821-413d-b3ca-e2393d333cd3","PrivilegedAssignmentSchedule.Remove.AzureADGroup","Delete assignment schedules for access to Azure AD groups","Delete time-based assignment schedules for access to Azure AD groups, without a signed-in user."
"edb419d6-7edc-42a3-9345-509bfdf5d87c","PrivilegedEligibilitySchedule.Read.AzureADGroup","Read eligibility schedules for access to Azure AD groups","Allows the app to read time-based eligibility schedules for access to Azure AD groups, without a signed-in user."
"618b6020-bca8-4de6-99f6-ef445fa4d857","PrivilegedEligibilitySchedule.ReadWrite.AzureADGroup","Read, create, and delete eligibility schedules for access to Azure AD groups","Allows the app to read, create, and delete time-based eligibility schedules for access to Azure AD groups, without a signed-in user."
"55745561-7572-4314-a737-a2c2a1b0dd2e","PrivilegedEligibilitySchedule.Remove.AzureADGroup","Delete eligibility schedules for access to Azure AD groups","Delete time-based eligibility schedules for access to Azure AD groups, without a signed-in user."
"e24d31aa-e1ab-4c80-85fe-23018690335d","ProfilePhoto.Read.All","Read profile photo of a user or group","Allows the app to read all profile photos of users and groups, without a signed-in user"
"27baa7f6-5dfb-4ba8-b1d3-1e812c143013","ProfilePhoto.ReadWrite.All","Read and write profile photo of a user or group","Allows the app to read and write all profile photos of users and groups, without a signed-in user"
"eedb7fdd-7539-4345-a38b-4839e4a84cbd","ProgramControl.Read.All","Read all programs","Allows the app to read programs and program controls in the organization, without a signed-in user."
"60a901ed-09f7-4aa5-a16e-7dd3d6f9de36","ProgramControl.ReadWrite.All","Manage all programs","Allows the app to read, update, delete and perform actions on programs and program controls in the organization, without a signed-in user."
"e5a76501-dbb0-492c-ab55-5d09e8837263","ProtectionScopes.Compute.All","Compute Purview policies at tenant scope","Allows the app to identify Purview data protection, compliance and governance policy scopes defined for all users across tenant."
"fe696d63-5e1f-4515-8232-cccc316903c6","ProtectionScopes.Compute.User","Compute Purview policies for an individual user","Allows the app to identify Purview data protection, compliance and governance policy scopes defined for an individual user."
"091937d3-3e38-47a1-8649-b2f99d3035f1","ProvisioningLog.Read.All","Read all provisioning log data","Allows the app to read and query your provisioning log activities, without a signed-in user."
"214fda0c-514a-4650-b037-b562b1a66124","PublicKeyInfrastructure.Read.All","Read all certificate based authentication configurations","Allows the application to read  certificate-based authentication configuration such as all public key infrastructures (PKI) and certificate authorities (CA) configured for the organization, without a signed-in user."
"a2b63618-5350-462d-b1b3-ba6eb3684e26","PublicKeyInfrastructure.ReadWrite.All","Read and write all certificate based authentication configurations","Allows the application to read and write certificate-based authentication configuration such as all public key infrastructures (PKI) and certificate authorities (CA) configured for the organization, without a signed-in user."
"ee49e170-1dd1-4030-b44c-61ad6e98f743","QnA.Read.All","Read all Question and Answers ","Allows an app to read all question and answers, without a signed-in user."
"ac3a2b8e-03a3-4da9-9ce0-cbe28bf1accd","RecordsManagement.Read.All","Read Records Management configuration, labels and policies","Allows the application to read any data from Records Management, such as configuration, labels, and policies without the signed in user."
"eb158f57-df43-4751-8b21-b8932adb3d34","RecordsManagement.ReadWrite.All","Read and write Records Management configuration, labels and policies","Allow the application to create, update and delete any data from Records Management, such as configuration, labels, and policies without the signed in user."
"230c1aed-a721-4c5d-9cb4-a90514e508ef","Reports.Read.All","Read all usage reports","Allows an app to read all service usage reports without a signed-in user.  Services that provide usage reports include Office 365 and Azure Active Directory."
"ee353f83-55ef-4b78-82da-555bfa2b4b95","ReportSettings.Read.All","Read all admin report settings","Allows the app to read all admin report settings, such as whether to display concealed information in reports, without a signed-in user."
"2a60023f-3219-47ad-baa4-40e17cd02a1d","ReportSettings.ReadWrite.All","Read and write all admin report settings","Allows the app to read and update all admin report settings, such as whether to display concealed information in reports, without a signed-in user."
"2ff643d8-43e4-4a9b-88c1-86cb4a4b4c2f","ResourceSpecificPermissionGrant.ReadForChat.All","Read resource specific permissions granted on a chat","Allows the app to read the resource specific permissions granted on the chat without a signed-in user."
"ad4600ae-d900-42cb-a9a2-2415d05593d0","ResourceSpecificPermissionGrant.ReadForTeam.All","Read resource specific permissions granted on a team","Allows the app to read the resource specific permissions granted on the team without a signed-in user."
"acfca4d5-f49f-40ed-9648-84068b474c73","ResourceSpecificPermissionGrant.ReadForUser.All","Read all resource specific permissions granted on user accounts","Allows the app to read all resource specific permissions granted on user accounts, without a signed-in user."
"2a6baefd-edea-4ff6-b24e-bebcaa27a50d","RiskPreventionProviders.Read.All","Read all identity risk prevention providers","Allows the app to read your organization's risk prevention providers, without a signed-in user."
"7fc7225d-eb37-4c39-90f3-a33a57cf1081","RiskPreventionProviders.ReadWrite.All","Read and write all identity risk prevention providers","Allows the app to read and write your organization's risk prevention providers, without a signed-in user."
"d5fe8ce8-684c-4c83-a52c-46e882ce4be1","RoleAssignmentSchedule.Read.Directory","Read all active role assignments and role schedules for your company's directory","Allows the app to read the active role-based access control (RBAC) assignments and schedules for your company's directory, without a signed-in user. This includes reading directory role templates, and directory roles."
"dd199f4a-f148-40a4-a2ec-f0069cc799ec","RoleAssignmentSchedule.ReadWrite.Directory","Read, update, and delete all policies for privileged role assignments of your company's directory","Allows the app to read, update, and delete policies for privileged role-based access control (RBAC) assignments of your company's directory, without a signed-in user."
"d3495511-98b7-4df3-b317-4e35c19f6129","RoleAssignmentSchedule.Remove.Directory","Delete all active role assignments of your company's directory","Delete all active privileged role-based access control (RBAC) assignments of your company's directory, without a signed-in user."
"ff278e11-4a33-4d0c-83d2-d01dc58929a5","RoleEligibilitySchedule.Read.Directory","Read all eligible role assignments and role schedules for your company's directory","Allows the app to read the eligible role-based access control (RBAC) assignments and schedules for your company's directory, without a signed-in user. This includes reading directory role templates, and directory roles."
"fee28b28-e1f3-4841-818e-2704dc62245f","RoleEligibilitySchedule.ReadWrite.Directory","Read, update, and delete all eligible role assignments and schedules for your company's directory","Allows the app to read and manage the eligible role-based access control (RBAC) assignments and schedules for your company's directory, without a signed-in user. This includes managing eligible directory role membership, and reading directory role templates, directory roles and eligible memberships."
"79c7e69c-0d9f-4eff-97a8-49170a5a08ba","RoleEligibilitySchedule.Remove.Directory","Delete all eligible role assignments of your company's directory","Delete all eligible privileged role-based access control (RBAC) assignments of your company's directory, without a signed-in user."
"c7fbd983-d9aa-4fa7-84b8-17382c103bc4","RoleManagement.Read.All","Read role management data for all RBAC providers","Allows the app to read role-based access control (RBAC) settings for all RBAC providers without a signed-in user. This includes reading role definitions and role assignments."
"031a549a-bb80-49b6-8032-2068448c6a3c","RoleManagement.Read.CloudPC","Read Cloud PC RBAC settings","Allows the app to read the Cloud PC role-based access control (RBAC) settings, without a signed-in user."
"4d6e30d1-e64e-4ae7-bf9d-c706cc928cef","RoleManagement.Read.Defender","Read M365 Defender RBAC configuration","Allows the app to read the role-based access control (RBAC) settings for your company's directory, without a signed-in user."
"483bed4a-2ad3-4361-a73b-c83ccdbdc53c","RoleManagement.Read.Directory","Read all directory RBAC settings","Allows the app to read the role-based access control (RBAC) settings for your company's directory, without a signed-in user.  This includes reading directory role templates, directory roles and memberships."
"c769435f-f061-4d0b-8ff1-3d39870e5f85","RoleManagement.Read.Exchange","Read Exchange Online RBAC configuration","Allows the app to read the role-based access control (RBAC) configuration for your organization's Exchange Online service, without a signed-in user. This includes reading Exchange management role definitions, role groups, role group membership, role assignments, management scopes, and role assignment policies."
"274d0592-d1b6-44bd-af1d-26d259bcb43a","RoleManagement.ReadWrite.CloudPC","Read and write all Cloud PC RBAC settings","Allows the app to read and manage the Cloud PC role-based access control (RBAC) settings, without a signed-in user. This includes reading and managing Cloud PC role definitions and memberships."
"8b7e8c0a-7e9d-4049-97ec-04b5e1bcaf05","RoleManagement.ReadWrite.Defender","Read M365 Defender RBAC configuration","Allows the app to read the role-based access control (RBAC) settings for your company's directory, without a signed-in user."
"9e3f62cf-ca93-4989-b6ce-bf83c28f9fe8","RoleManagement.ReadWrite.Directory","Read and write all directory RBAC settings","Allows the app to read and manage the role-based access control (RBAC) settings for your company's directory, without a signed-in user. This includes instantiating directory roles and managing directory role membership, and reading directory role templates, directory roles and memberships."
"025d3225-3f02-4882-b4c0-cd5b541a4e80","RoleManagement.ReadWrite.Exchange","Read and write Exchange Online RBAC configuration","Allows the app to read and manage the role-based access control (RBAC) settings for your organization's Exchange Online service, without a signed-in user. This includes reading, creating, updating, and deleting Exchange management role definitions, role groups, role group membership, role assignments, management scopes, and role assignment policies."
"ef31918f-2d50-4755-8943-b8638c0a077e","RoleManagementAlert.Read.Directory","Read all alert data for your company's directory","Allows the app to read all role-based access control (RBAC) alerts for your company's directory, without a signed-in user. This includes reading alert statuses, alert definitions, alert configurations and incidents that lead to an alert."
"11059518-d6a6-4851-98ed-509268489c4a","RoleManagementAlert.ReadWrite.Directory","Read all alert data, configure alerts, and take actions on all alerts for your company's directory","Allows the app to read and manage all role-based access control (RBAC) alerts for your company's directory, without a signed-in user. This includes managing alert settings, initiating alert scans, dismissing alerts, remediating alert incidents, and reading alert statuses, alert definitions, alert configurations and incidents that lead to an alert."
"69e67828-780e-47fd-b28c-7b27d14864e6","RoleManagementPolicy.Read.AzureADGroup","Read all policies in PIM for Groups","Allows the app to read policies in Privileged Identity Management for Groups, without a signed-in user."
"fdc4c997-9942-4479-bfcb-75a36d1138df","RoleManagementPolicy.Read.Directory","Read all policies for privileged role assignments of your company's directory","Allows the app to read policies for privileged role-based access control (RBAC) assignments of your company's directory, without a signed-in user."
"b38dcc4d-a239-4ed6-aa84-6c65b284f97c","RoleManagementPolicy.ReadWrite.AzureADGroup","Read, update, and delete all policies in PIM for Groups","Allows the app to read, update, and delete policies in Privileged Identity Management for Groups, without a signed-in user."
"31e08e0a-d3f7-4ca2-ac39-7343fb83e8ad","RoleManagementPolicy.ReadWrite.Directory","Read, update, and delete all policies for privileged role assignments of your company's directory","Allows the app to read, update, and delete policies for privileged role-based access control (RBAC) assignments of your company's directory, without a signed-in user."
"0b21c159-dbf4-4dbb-a6f6-490e412c716e","Schedule-WorkingTime.ReadWrite.All","Trigger working time policies and read the working time status","Allows the app to trigger the working time policies and read the working time status for other users in your organization, without a signed-in user."
"7b2ebf90-d836-437f-b90d-7b62722c4456","Schedule.Read.All","Read all schedule items","Allows the app to read all schedules, schedule groups, shifts and associated entities in the Teams or Shifts application without a signed-in user."
"b7760610-0545-4e8a-9ec3-cce9e63db01c","Schedule.ReadWrite.All","Read and write all schedule items","Allows the app to manage all schedules, schedule groups, shifts and associated entities in the Teams or Shifts application without a signed-in user."
"7239b71d-b402-4150-b13d-78ecfe8df441","SchedulePermissions.ReadWrite.All","Read/Write schedule permissions for a role","Allows the app to read/write schedule permissions for a specific role in Shifts application without a signed-in user."
"ada977a5-b8b1-493b-9a91-66c206d76ecf","SearchConfiguration.Read.All","Read your organization's search configuration","Allows the app to read search configurations, without a signed-in user."
"0e778b85-fefa-466d-9eec-750569d92122","SearchConfiguration.ReadWrite.All","Read and write your organization's search configuration","Allows the app to read and write search configurations, without a signed-in user."
"5e0edab9-c148-49d0-b423-ac253e121825","SecurityActions.Read.All","Read your organization's security actions","Allows the app to read security actions, without a signed-in user."
"f2bf083f-0179-402a-bedb-b2784de8a49b","SecurityActions.ReadWrite.All","Read and update your organization's security actions","Allows the app to read or update security actions, without a signed-in user."
"472e4a4d-bb4a-4026-98d1-0b0d74cb74a5","SecurityAlert.Read.All","Read all security alerts","Allows the app to read all security alerts, without a signed-in user."
"ed4fca05-be46-441f-9803-1873825f8fdb","SecurityAlert.ReadWrite.All","Read and write to all security alerts","Allows the app to read and write to all security alerts, without a signed-in user."
"b48f7ac2-044d-4281-b02f-75db744d6f5f","SecurityAnalyzedMessage.Read.All","Read metadata and detection details for all emails in your organization","Read email metadata and security detection details, without a signed-in user.  "
"04c55753-2244-4c25-87fc-704ab82a4f69","SecurityAnalyzedMessage.ReadWrite.All","Read metadata, detection details, and execute remediation actions on all emails in your organization","Read email metadata and security detection details, and execute remediation actions like deleting an email, without a signed-in user."
"bf394140-e372-4bf9-a898-299cfc7564e5","SecurityEvents.Read.All","Read your organization’s security events","Allows the app to read your organization’s security events without a signed-in user."
"d903a879-88e0-4c09-b0c9-82f6a1333f84","SecurityEvents.ReadWrite.All","Read and update your organization’s security events","Allows the app to read your organization’s security events without a signed-in user. Also allows the app to update editable properties in security events."
"c5bc96f5-b4a1-4cfc-8189-d5f0d772278f","SecurityIdentitiesAccount.Read.All","Read all identity security available identity accounts","Allows the app to read all the identity security available identity accounts without a signed-in user."
"af2bf46f-7bf1-4be3-8bad-e17e279e8462","SecurityIdentitiesActions.ReadWrite.All","Read and perform all identity security available actions","Allows the app to read and write identity security available actions without a signed-in user."
"f8dcd971-5d83-4e1e-aa95-ef44611ad351","SecurityIdentitiesHealth.Read.All","Read all identity security health issues","Allows the app to read all the identity security health issues without a signed-in user."
"ab03ddd5-7ae4-4f2e-8af8-86654f7e0a27","SecurityIdentitiesHealth.ReadWrite.All","Read and write all identity security health issues","Allows the app to read and write identity security health issues without a signed-in user."
"5f0ffea2-f474-4cf2-9834-61cda2bcea5c","SecurityIdentitiesSensors.Read.All","Read all identity security sensors","Allows the app to read all the identity security sensors without a signed-in user."
"d4dcee6d-0774-412a-b06c-aeabbd99e816","SecurityIdentitiesSensors.ReadWrite.All","Read and write all identity security sensors","Allows the app to read and write identity security sensors without a signed-in user."
"3e5d0bee-973f-4736-a123-4e1ab146f3a8","SecurityIdentitiesUserActions.Read.All","Read all identity security available user actions","Allows the app to read all the identity security available user actions without a signed-in user."
"b4146a3a-dd4f-4af4-8d91-7cc0eef3d041","SecurityIdentitiesUserActions.ReadWrite.All","Read and perform all identity security available user actions","Allows the app to read and write identity security available user actions without a signed-in user."
"45cc0394-e837-488b-a098-1918f48d186c","SecurityIncident.Read.All","Read all security incidents","Allows the app to read all security incidents, without a signed-in user."
"34bf0e97-1971-4929-b999-9e2442d941d7","SecurityIncident.ReadWrite.All","Read and write to all security incidents","Allows the app to read and write to all security incidents, without a signed-in user."
"57f0b71b-a759-45a0-9a0f-cc099fbd9a44","SensitivityLabel.Evaluate","Evaluate sensitivity labels","Allow the app to determine if there is any sensitivity label to be applied automatically to the content or recommended to the user for manual application, without a signed-in user."
"986fa56a-6680-4aac-af09-4d1765376739","SensitivityLabel.Evaluate.All","Evaluate labels tenant scope.","Allows the app to evaluate all sensitivity label."
"3b8e7aad-f6e3-4299-83f8-6fc6a5777f0b","SensitivityLabel.Read","Get labels application scope.","Allows the app to get sensitivity labels."
"e46a01e9-b2cf-4d89-8424-bcdc6dd445ab","SensitivityLabels.Read.All","Get labels tenant scope.","Allows the app to get sensitivity labels."
"2b655018-450a-4845-81e7-d603b1ebffdb","ServiceActivity-Exchange.Read.All","Read all Exchange service activity","Allows the app to read all Exchange service activity, without a signed-in user."
"c766cb16-acc4-4663-ba09-6eedef5876c5","ServiceActivity-Microsoft365Web.Read.All","Read all Microsoft 365 Web service activity","Allows the app to read all Microsoft 365 Web service activity, without a signed-in user."
"57b4f899-b8c5-47c7-bdd3-c410c55602b7","ServiceActivity-OneDrive.Read.All","Read all One Drive service activity","Allows the app to read all One Drive service activity, without a signed-in user."
